Failure : 9, Danger : 2, Collison : 5, Success : 171, Average Reward : -2868.863579363725, Number of steps : 3090
Failure : 9, Danger : 26, Collison : 5, Success : 90, Average Reward : -5123.942307692308, Number of steps : 3090
Failure : 15, Danger : 2, Collison : 6, Success : 182, Average Reward : -3107.399014778325, Number of steps : 3097
Failure : 9, Danger : 10, Collison : 7, Success : 104, Average Reward : -6094.275, Number of steps : 3003
Failure : 8, Danger : 14, Collison : 5, Success : 152, Average Reward : -3218.927272727273, Number of steps : 3072
Failure : 7, Danger : 33, Collison : 2, Success : 88, Average Reward : -2405.3363251023434, Number of steps : 3117
Failure : 4, Danger : 19, Collison : 5, Success : 172, Average Reward : -2931.0552486187844, Number of steps : 3061
Failure : 13, Danger : 1, Collison : 8, Success : 185, Average Reward : -4031.2837767731417, Number of steps : 3081
Failure : 7, Danger : 8, Collison : 11, Success : 203, Average Reward : -5112.266968325792, Number of steps : 3070
Failure : 8, Danger : 14, Collison : 6, Success : 174, Average Reward : -3354.872340425532, Number of steps : 3078
Failure : 7, Danger : 7, Collison : 3, Success : 180, Average Reward : -1739.8526315789475, Number of steps : 3089
Failure : 10, Danger : 21, Collison : 8, Success : 96, Average Reward : -7266.315789473684, Number of steps : 2695
Failure : 9, Danger : 3, Collison : 5, Success : 214, Average Reward : -2323.278716245916, Number of steps : 3077
Failure : 14, Danger : 17, Collison : 8, Success : 143, Average Reward : -5044.018181818182, Number of steps : 3135
Failure : 7, Danger : 9, Collison : 10, Success : 173, Average Reward : -5423.994736842105, Number of steps : 3078
Failure : 14, Danger : 21, Collison : 4, Success : 155, Average Reward : -2493.9884393063585, Number of steps : 3074
Failure : 9, Danger : 13, Collison : 8, Success : 172, Average Reward : -4395.650793650793, Number of steps : 3080
Failure : 7, Danger : 29, Collison : 6, Success : 122, Average Reward : -4684.57037037037, Number of steps : 3111
Failure : 7, Danger : 28, Collison : 5, Success : 120, Average Reward : -4020.8863636363635, Number of steps : 2957
Failure : 4, Danger : 24, Collison : 5, Success : 98, Average Reward : -4978.182147444017, Number of steps : 3106
Failure : 6, Danger : 37, Collison : 2, Success : 120, Average Reward : -1815.421875, Number of steps : 3089
Failure : 15, Danger : 25, Collison : 6, Success : 142, Average Reward : -3878.0588778226775, Number of steps : 3101
Failure : 8, Danger : 2, Collison : 3, Success : 188, Average Reward : -1660.2613065326634, Number of steps : 3093
Failure : 13, Danger : 13, Collison : 7, Success : 190, Average Reward : -3478.4190476190474, Number of steps : 3071
Failure : 9, Danger : 19, Collison : 7, Success : 146, Average Reward : -4516.380159663477, Number of steps : 3098
Failure : 16, Danger : 15, Collison : 2, Success : 147, Average Reward : -1399.1252034591596, Number of steps : 3005
Failure : 8, Danger : 37, Collison : 3, Success : 110, Average Reward : -2738.7272727272725, Number of steps : 2974
Failure : 12, Danger : 6, Collison : 4, Success : 194, Average Reward : -2049.6238095238095, Number of steps : 3087
Failure : 7, Danger : 13, Collison : 5, Success : 102, Average Reward : -4626.038232911125, Number of steps : 2640
Failure : 13, Danger : 16, Collison : 4, Success : 111, Average Reward : -3356.5, Number of steps : 2836
Failure : 8, Danger : 12, Collison : 4, Success : 147, Average Reward : -2713.9646831156265, Number of steps : 3101
Failure : 8, Danger : 10, Collison : 4, Success : 170, Average Reward : -2367.098901098901, Number of steps : 3084
Failure : 9, Danger : 5, Collison : 2, Success : 223, Average Reward : -980.534188034188, Number of steps : 3064
Failure : 16, Danger : 16, Collison : 5, Success : 159, Average Reward : -2950.0394116999614, Number of steps : 3043
Failure : 12, Danger : 5, Collison : 7, Success : 205, Average Reward : -3259.5239679973392, Number of steps : 3085
Failure : 6, Danger : 13, Collison : 3, Success : 176, Average Reward : -1789.0702161078914, Number of steps : 3111
Failure : 8, Danger : 7, Collison : 7, Success : 204, Average Reward : -3333.0248857216598, Number of steps : 3077
Failure : 13, Danger : 4, Collison : 12, Success : 202, Average Reward : -5419.5578871340085, Number of steps : 3089
Failure : 10, Danger : 16, Collison : 6, Success : 131, Average Reward : -4299.013605442177, Number of steps : 3098
Failure : 18, Danger : 8, Collison : 7, Success : 176, Average Reward : -3636.5161657024773, Number of steps : 3078
Failure : 7, Danger : 27, Collison : 5, Success : 81, Average Reward : -5688.007234634011, Number of steps : 2721
Failure : 4, Danger : 25, Collison : 6, Success : 106, Average Reward : -5452.439655172414, Number of steps : 3104
Failure : 9, Danger : 19, Collison : 8, Success : 137, Average Reward : -5401.675324675325, Number of steps : 3101
Failure : 5, Danger : 11, Collison : 3, Success : 174, Average Reward : -1816.1043956043957, Number of steps : 3074
Failure : 7, Danger : 30, Collison : 5, Success : 84, Average Reward : -5502.15625, Number of steps : 2653
Failure : 16, Danger : 37, Collison : 1, Success : 55, Average Reward : -1826.6944444444443, Number of steps : 2851
Failure : 20, Danger : 31, Collison : 4, Success : 131, Average Reward : -2790.102155465539, Number of steps : 3081
Failure : 14, Danger : 32, Collison : 7, Success : 59, Average Reward : -9073.025, Number of steps : 2364
Failure : 9, Danger : 4, Collison : 5, Success : 210, Average Reward : -2364.8258928571427, Number of steps : 3069
Failure : 7, Danger : 25, Collison : 7, Success : 130, Average Reward : -5086.844123530437, Number of steps : 3088
Failure : 7, Danger : 15, Collison : 3, Success : 167, Average Reward : -1870.3502824858756, Number of steps : 3094
Failure : 5, Danger : 6, Collison : 3, Success : 196, Average Reward : -1617.8663434831542, Number of steps : 3080
Failure : 9, Danger : 23, Collison : 3, Success : 134, Average Reward : -2273.801369863014, Number of steps : 3094
Failure : 11, Danger : 19, Collison : 2, Success : 151, Average Reward : -1403.7317073170732, Number of steps : 2965
Failure : 8, Danger : 4, Collison : 5, Success : 198, Average Reward : -2512.544614088781, Number of steps : 3088
Failure : 9, Danger : 6, Collison : 4, Success : 187, Average Reward : -2152.255, Number of steps : 3087
Failure : 4, Danger : 34, Collison : 3, Success : 131, Average Reward : -2406.0569321719913, Number of steps : 3092
Failure : 9, Danger : 32, Collison : 3, Success : 86, Average Reward : -3381.9689921202726, Number of steps : 2937
Failure : 9, Danger : 24, Collison : 5, Success : 149, Average Reward : -3263.119790289253, Number of steps : 3115
Failure : 12, Danger : 2, Collison : 5, Success : 188, Average Reward : -2586.9658536585366, Number of steps : 3075
Failure : 10, Danger : 15, Collison : 3, Success : 154, Average Reward : -1965.8443113772455, Number of steps : 2808
Failure : 9, Danger : 7, Collison : 4, Success : 203, Average Reward : -1990.9326889046188, Number of steps : 3078
Failure : 10, Danger : 6, Collison : 2, Success : 217, Average Reward : -1003.0893939535014, Number of steps : 3071
Failure : 4, Danger : 47, Collison : 5, Success : 77, Average Reward : -6135.686046511628, Number of steps : 2572
Failure : 14, Danger : 45, Collison : 4, Success : 65, Average Reward : -5231.517979415912, Number of steps : 3111
Failure : 15, Danger : 15, Collison : 6, Success : 161, Average Reward : -3469.145848695767, Number of steps : 3087
Failure : 12, Danger : 10, Collison : 6, Success : 181, Average Reward : -3169.097025763323, Number of steps : 3078
Failure : 10, Danger : 11, Collison : 2, Success : 183, Average Reward : -1182.7384615384615, Number of steps : 3080
Failure : 13, Danger : 10, Collison : 8, Success : 179, Average Reward : -4154.805, Number of steps : 3101
Failure : 12, Danger : 13, Collison : 5, Success : 185, Average Reward : -2626.603300381738, Number of steps : 3072
Failure : 8, Danger : 6, Collison : 5, Success : 183, Average Reward : -2706.5561224489797, Number of steps : 3087
Failure : 12, Danger : 26, Collison : 3, Success : 124, Average Reward : -2388.856115107914, Number of steps : 3066
Failure : 11, Danger : 50, Collison : 1, Success : 64, Average Reward : -1755.092105263158, Number of steps : 3033
Failure : 8, Danger : 10, Collison : 23, Success : 151, Average Reward : -12805.334963486832, Number of steps : 3044
Failure : 6, Danger : 18, Collison : 8, Success : 150, Average Reward : -5069.073170731707, Number of steps : 3090
Failure : 14, Danger : 9, Collison : 5, Success : 133, Average Reward : -3500.3026315789475, Number of steps : 3107
Failure : 7, Danger : 4, Collison : 2, Success : 186, Average Reward : -1179.7897435897437, Number of steps : 3058
Failure : 11, Danger : 52, Collison : 5, Success : 76, Average Reward : -5798.1952739674525, Number of steps : 3060
Failure : 9, Danger : 14, Collison : 7, Success : 180, Average Reward : -3727.7551020408164, Number of steps : 3080
Failure : 6, Danger : 9, Collison : 4, Success : 158, Average Reward : -2565.6726190476193, Number of steps : 3090
Failure : 9, Danger : 18, Collison : 5, Success : 156, Average Reward : -3123.7235294117645, Number of steps : 3061
Failure : 12, Danger : 1, Collison : 4, Success : 201, Average Reward : -1979.8091623746272, Number of steps : 3036
Failure : 9, Danger : 21, Collison : 3, Success : 184, Average Reward : -1687.8061224489795, Number of steps : 3087
Failure : 12, Danger : 24, Collison : 6, Success : 94, Average Reward : -5639.071428571428, Number of steps : 2972
Failure : 13, Danger : 16, Collison : 2, Success : 107, Average Reward : -1901.1311475409836, Number of steps : 3036
Failure : 4, Danger : 27, Collison : 6, Success : 158, Average Reward : -3757.8511904761904, Number of steps : 3094
Failure : 9, Danger : 26, Collison : 4, Success : 152, Average Reward : -2616.158723801896, Number of steps : 3096
Failure : 12, Danger : 28, Collison : 5, Success : 154, Average Reward : -3109.2339181286548, Number of steps : 3088
Failure : 8, Danger : 11, Collison : 14, Success : 205, Average Reward : -6298.674008810573, Number of steps : 3067
Failure : 11, Danger : 19, Collison : 8, Success : 176, Average Reward : -4261.461538461538, Number of steps : 3089
Failure : 9, Danger : 19, Collison : 4, Success : 119, Average Reward : -3275.848484848485, Number of steps : 3113
Failure : 12, Danger : 22, Collison : 3, Success : 161, Average Reward : -1882.6818181818182, Number of steps : 3080
Failure : 9, Danger : 3, Collison : 4, Success : 190, Average Reward : -2120.6215034104403, Number of steps : 3101
Failure : 7, Danger : 32, Collison : 4, Success : 110, Average Reward : -3563.884297520661, Number of steps : 2973
Failure : 6, Danger : 15, Collison : 4, Success : 180, Average Reward : -2266.0684210526315, Number of steps : 3078
Failure : 9, Danger : 34, Collison : 1, Success : 82, Average Reward : -1444.108695652174, Number of steps : 3054
Failure : 4, Danger : 26, Collison : 2, Success : 125, Average Reward : -1766.1526717557251, Number of steps : 3033
Failure : 11, Danger : 28, Collison : 4, Success : 132, Average Reward : -2940.292517006803, Number of steps : 3098
Failure : 13, Danger : 22, Collison : 4, Success : 87, Average Reward : -4128.028846153846, Number of steps : 2751
Failure : 8, Danger : 3, Collison : 5, Success : 212, Average Reward : -2354.1155555555556, Number of steps : 3074
Failure : 16, Danger : 27, Collison : 4, Success : 132, Average Reward : -2851.6776315789475, Number of steps : 3194
Failure : 10, Danger : 10, Collison : 6, Success : 173, Average Reward : -3338.646607360893, Number of steps : 3102
Failure : 14, Danger : 25, Collison : 5, Success : 147, Average Reward : -3202.373493975904, Number of steps : 3065
Failure : 4, Danger : 23, Collison : 5, Success : 162, Average Reward : -3106.2573099415204, Number of steps : 3094
Failure : 10, Danger : 28, Collison : 2, Success : 107, Average Reward : -1939.6858882142976, Number of steps : 2921
Failure : 10, Danger : 31, Collison : 2, Success : 89, Average Reward : -2293.5049504950493, Number of steps : 2956
Failure : 11, Danger : 23, Collison : 2, Success : 140, Average Reward : -1515.6470588235295, Number of steps : 3090
Failure : 9, Danger : 13, Collison : 8, Success : 187, Average Reward : -4070.950980392157, Number of steps : 3081
Failure : 6, Danger : 27, Collison : 7, Success : 157, Average Reward : -4299.676470588235, Number of steps : 3052
Failure : 14, Danger : 28, Collison : 3, Success : 140, Average Reward : -2115.7452229299365, Number of steps : 3097
Failure : 14, Danger : 3, Collison : 5, Success : 191, Average Reward : -2526.0508529926688, Number of steps : 3084
Failure : 10, Danger : 3, Collison : 2, Success : 211, Average Reward : -1030.5796950298445, Number of steps : 3074
Failure : 6, Danger : 24, Collison : 3, Success : 190, Average Reward : -1661.4095639700793, Number of steps : 3085
Failure : 11, Danger : 41, Collison : 6, Success : 87, Average Reward : -6075.726580643236, Number of steps : 2959
Failure : 10, Danger : 7, Collison : 0, Success : 201, Average Reward : -143.54742285268162, Number of steps : 3089
Failure : 8, Danger : 23, Collison : 3, Success : 58, Average Reward : -4756.797101449275, Number of steps : 2611
Failure : 5, Danger : 24, Collison : 4, Success : 131, Average Reward : -3085.1046470677816, Number of steps : 3095
Failure : 6, Danger : 2, Collison : 3, Success : 209, Average Reward : -1512.4359880032048, Number of steps : 3077
Failure : 6, Danger : 7, Collison : 5, Success : 196, Average Reward : -2560.8377294051315, Number of steps : 3080
Failure : 11, Danger : 6, Collison : 6, Success : 187, Average Reward : -3091.0717732941944, Number of steps : 3093
Failure : 8, Danger : 10, Collison : 5, Success : 161, Average Reward : -3055.2614024022723, Number of steps : 3110
Failure : 22, Danger : 20, Collison : 5, Success : 120, Average Reward : -3624.4315541650153, Number of steps : 3102
Failure : 11, Danger : 29, Collison : 5, Success : 111, Average Reward : -4188.8221783377885, Number of steps : 3034
Failure : 10, Danger : 8, Collison : 2, Success : 187, Average Reward : -1159.163389584704, Number of steps : 3097
Failure : 10, Danger : 22, Collison : 2, Success : 139, Average Reward : -1535.949221446823, Number of steps : 3096
Failure : 10, Danger : 2, Collison : 2, Success : 213, Average Reward : -1021.0354300636712, Number of steps : 3071
Failure : 18, Danger : 18, Collison : 6, Success : 162, Average Reward : -3390.689807064875, Number of steps : 3008
Failure : 8, Danger : 7, Collison : 6, Success : 179, Average Reward : -3267.695291555599, Number of steps : 3095
Failure : 4, Danger : 12, Collison : 6, Success : 191, Average Reward : -3135.684871884812, Number of steps : 3087
Failure : 13, Danger : 12, Collison : 3, Success : 182, Average Reward : -1671.5358351045793, Number of steps : 3098
Failure : 12, Danger : 28, Collison : 5, Success : 152, Average Reward : -3146.8221376396596, Number of steps : 3096
Failure : 6, Danger : 8, Collison : 4, Success : 201, Average Reward : -2037.8828260733562, Number of steps : 3078
Failure : 10, Danger : 17, Collison : 4, Success : 175, Average Reward : -2280.5609569664102, Number of steps : 3093
Failure : 7, Danger : 42, Collison : 3, Success : 135, Average Reward : -2290.3947727455125, Number of steps : 3082
Failure : 14, Danger : 12, Collison : 6, Success : 167, Average Reward : -3374.9149493884456, Number of steps : 3082
Failure : 7, Danger : 38, Collison : 7, Success : 100, Average Reward : -6431.463451081341, Number of steps : 3101
Failure : 9, Danger : 20, Collison : 5, Success : 178, Average Reward : -2764.475730938045, Number of steps : 3075
Failure : 8, Danger : 10, Collison : 4, Success : 198, Average Reward : -2049.3491193765126, Number of steps : 3094
Failure : 8, Danger : 33, Collison : 5, Success : 151, Average Reward : -3241.2027898517063, Number of steps : 3075
Failure : 16, Danger : 53, Collison : 8, Success : 56, Average Reward : -10435.956644250307, Number of steps : 3079
Failure : 15, Danger : 20, Collison : 0, Success : 164, Average Reward : -176.24147083344036, Number of steps : 3089
Failure : 11, Danger : 9, Collison : 2, Success : 183, Average Reward : -1177.126632081414, Number of steps : 3083
Failure : 8, Danger : 22, Collison : 1, Success : 122, Average Reward : -1002.123132644115, Number of steps : 3009
Failure : 9, Danger : 30, Collison : 7, Success : 141, Average Reward : -4662.163498170785, Number of steps : 3097
Failure : 7, Danger : 44, Collison : 3, Success : 125, Average Reward : -2456.983655329742, Number of steps : 3021
Failure : 12, Danger : 17, Collison : 12, Success : 146, Average Reward : -7239.053642374612, Number of steps : 3002
Failure : 9, Danger : 6, Collison : 5, Success : 203, Average Reward : -2442.242909758033, Number of steps : 3071
Failure : 9, Danger : 18, Collison : 4, Success : 165, Average Reward : -2422.4046359306617, Number of steps : 3090
Failure : 11, Danger : 1, Collison : 5, Success : 229, Average Reward : -2160.9022849041976, Number of steps : 3074
Failure : 12, Danger : 15, Collison : 6, Success : 194, Average Reward : -2973.992263607035, Number of steps : 3078
Failure : 14, Danger : 21, Collison : 6, Success : 127, Average Reward : -4302.303232797543, Number of steps : 3111
Failure : 13, Danger : 19, Collison : 3, Success : 139, Average Reward : -2135.560884987509, Number of steps : 3008
Failure : 11, Danger : 11, Collison : 6, Success : 185, Average Reward : -3121.4168025091794, Number of steps : 3074
Failure : 6, Danger : 39, Collison : 7, Success : 105, Average Reward : -6210.9765989399975, Number of steps : 3109
Failure : 6, Danger : 33, Collison : 10, Success : 137, Average Reward : -6744.281019397618, Number of steps : 3090
Failure : 16, Danger : 25, Collison : 6, Success : 145, Average Reward : -3784.233120315262, Number of steps : 3087
Failure : 5, Danger : 13, Collison : 4, Success : 158, Average Reward : -2583.335203165304, Number of steps : 3120
Failure : 9, Danger : 0, Collison : 5, Success : 191, Average Reward : -2586.087350710728, Number of steps : 3076
Failure : 11, Danger : 28, Collison : 2, Success : 117, Average Reward : -1784.351626680079, Number of steps : 3043
Failure : 14, Danger : 23, Collison : 0, Success : 108, Average Reward : -269.70644086052033, Number of steps : 3107
Failure : 6, Danger : 14, Collison : 2, Success : 140, Average Reward : -1566.3008268036378, Number of steps : 3109
Failure : 15, Danger : 25, Collison : 7, Success : 175, Average Reward : -3711.279187817259, Number of steps : 3074
Failure : 9, Danger : 6, Collison : 4, Success : 177, Average Reward : -2265.556051053976, Number of steps : 3067
Failure : 10, Danger : 13, Collison : 5, Success : 192, Average Reward : -2560.726012209264, Number of steps : 3045
Failure : 8, Danger : 18, Collison : 2, Success : 184, Average Reward : -1190.3257047186478, Number of steps : 3104
Failure : 15, Danger : 5, Collison : 0, Success : 200, Average Reward : -141.0133318247975, Number of steps : 3076
Failure : 8, Danger : 8, Collison : 7, Success : 184, Average Reward : -3670.2811954520444, Number of steps : 3078
Failure : 12, Danger : 32, Collison : 3, Success : 85, Average Reward : -3282.07988646509, Number of steps : 2630
Failure : 9, Danger : 27, Collison : 2, Success : 85, Average Reward : -2397.8439737915255, Number of steps : 2830
Failure : 9, Danger : 6, Collison : 1, Success : 182, Average Reward : -680.0136529324255, Number of steps : 3082
Failure : 11, Danger : 23, Collison : 7, Success : 153, Average Reward : -4278.0226066430905, Number of steps : 3086
Failure : 11, Danger : 3, Collison : 2, Success : 182, Average Reward : -1182.750141227969, Number of steps : 3090
Failure : 9, Danger : 10, Collison : 1, Success : 167, Average Reward : -738.7864491036961, Number of steps : 3061
Failure : 10, Danger : 12, Collison : 4, Success : 195, Average Reward : -2059.0413302234406, Number of steps : 3076
Failure : 8, Danger : 24, Collison : 3, Success : 136, Average Reward : -2257.855007609342, Number of steps : 3092
Failure : 11, Danger : 23, Collison : 8, Success : 146, Average Reward : -5040.227310262604, Number of steps : 3079
Failure : 10, Danger : 29, Collison : 6, Success : 154, Average Reward : -3715.376716172921, Number of steps : 3088
Failure : 5, Danger : 22, Collison : 5, Success : 137, Average Reward : -3619.5649803327237, Number of steps : 3124
Failure : 5, Danger : 40, Collison : 5, Success : 112, Average Reward : -4353.114080885295, Number of steps : 2953
Failure : 7, Danger : 41, Collison : 3, Success : 92, Average Reward : -3248.749534225604, Number of steps : 2931
Failure : 14, Danger : 30, Collison : 4, Success : 118, Average Reward : -3181.211082534027, Number of steps : 3094
Failure : 13, Danger : 23, Collison : 2, Success : 137, Average Reward : -1527.015934484373, Number of steps : 3094
Failure : 12, Danger : 24, Collison : 5, Success : 119, Average Reward : -3918.249955527916, Number of steps : 3132
Failure : 16, Danger : 1, Collison : 7, Success : 172, Average Reward : -3748.1774343422853, Number of steps : 3081
Failure : 11, Danger : 0, Collison : 3, Success : 158, Average Reward : -1927.2142349510264, Number of steps : 3117
